epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
152,13382.1,1.04102,0.46576,1.12644,0.9589,0.91544,0.96928,0.6588,1.19943,0.47203,1.40414,0.0085051,0.0085051,0.0085051
153,13468.8,1.038,0.46531,1.12722,0.9605,0.91387,0.96934,0.659,1.19938,0.47226,1.40382,0.0084952,0.0084952,0.0084952
154,13555.4,1.0358,0.46485,1.12551,0.96093,0.91327,0.96881,0.65877,1.20004,0.47251,1.40487,0.0084853,0.0084853,0.0084853
155,13642.3,1.0404,0.46611,1.12671,0.96033,0.9128,0.96919,0.65933,1.20056,0.47231,1.40516,0.0084754,0.0084754,0.0084754
156,13729.1,1.03406,0.46363,1.12489,0.96027,0.91195,0.96901,0.65884,1.20132,0.47268,1.40574,0.0084655,0.0084655,0.0084655
157,13815.7,1.03803,0.46574,1.12885,0.95978,0.91219,0.96913,0.65875,1.20193,0.47214,1.40577,0.0084556,0.0084556,0.0084556
158,13902.4,1.03218,0.46536,1.1281,0.96016,0.91207,0.96942,0.65953,1.20174,0.47228,1.40621,0.0084457,0.0084457,0.0084457
159,13989.1,1.03915,0.46492,1.12929,0.96283,0.90954,0.96939,0.65895,1.20162,0.47269,1.40618,0.0084358,0.0084358,0.0084358
160,14075.7,1.03553,0.46485,1.12859,0.96402,0.90894,0.96949,0.65886,1.20256,0.47321,1.40663,0.0084259,0.0084259,0.0084259
161,14162.6,1.04742,0.46396,1.13115,0.95927,0.91099,0.96893,0.659,1.20199,0.47293,1.40614,0.008416,0.008416,0.008416
162,14249.4,1.03443,0.46298,1.12584,0.95884,0.91192,0.96929,0.65931,1.20255,0.47293,1.4068,0.0084061,0.0084061,0.0084061
163,14336.6,1.03401,0.46181,1.12868,0.96178,0.90938,0.96884,0.6597,1.20276,0.47328,1.4069,0.0083962,0.0083962,0.0083962
