epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
55,5227.55,1.13165,0.53072,1.15173,0.95207,0.9034,0.96497,0.65196,1.18605,0.5341,1.31738,0.0094654,0.0094654,0.0094654
56,5321.38,1.13421,0.53116,1.15332,0.95592,0.91074,0.96814,0.65508,1.18822,0.53187,1.30201,0.0094555,0.0094555,0.0094555
57,5415.25,1.12713,0.52556,1.14518,0.946,0.90319,0.96387,0.65602,1.18704,0.54414,1.29538,0.0094456,0.0094456,0.0094456
58,5509.06,1.12803,0.52761,1.14589,0.92639,0.87509,0.94557,0.61562,1.25043,0.60033,1.3525,0.0094357,0.0094357,0.0094357
59,5603.01,1.1297,0.52796,1.14956,0.9464,0.90608,0.96334,0.64218,1.21037,0.54263,1.33129,0.0094258,0.0094258,0.0094258
60,5696.84,1.12858,0.52432,1.1439,0.94484,0.8934,0.95931,0.64194,1.23265,0.56873,1.33737,0.0094159,0.0094159,0.0094159
61,5790.74,1.12694,0.52516,1.14512,0.94761,0.90201,0.96058,0.655,1.1941,0.5537,1.3058,0.009406,0.009406,0.009406
62,5884.61,1.12373,0.52579,1.14627,0.96043,0.91412,0.97013,0.65993,1.1919,0.53668,1.30529,0.0093961,0.0093961,0.0093961
63,5978.62,1.12545,0.52427,1.14581,0.95,0.89714,0.96201,0.65707,1.18026,0.53398,1.32329,0.0093862,0.0093862,0.0093862
64,6072.37,1.12803,0.52442,1.15031,0.95617,0.90397,0.96489,0.6437,1.22627,0.54009,1.3461,0.0093763,0.0093763,0.0093763
65,6166.18,1.1238,0.52286,1.1483,0.94484,0.91199,0.96389,0.65192,1.18761,0.53557,1.31473,0.0093664,0.0093664,0.0093664
66,6260.04,1.12016,0.51943,1.14452,0.95663,0.90867,0.96604,0.66653,1.16312,0.52732,1.29083,0.0093565,0.0093565,0.0093565
67,6353.82,1.11393,0.51935,1.13649,0.94922,0.89831,0.96368,0.65236,1.18719,0.54113,1.29278,0.0093466,0.0093466,0.0093466
68,6447.52,1.11605,0.51701,1.14281,0.95134,0.89722,0.95978,0.64661,1.19796,0.5478,1.32109,0.0093367,0.0093367,0.0093367
