epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
105,29024.1,1.03254,0.49483,1.131,0.90049,0.85678,0.90397,0.52675,1.51998,0.67108,1.71202,0.0089704,0.0089704,0.0089704
106,29300.1,1.02995,0.49158,1.13518,0.90043,0.85594,0.90383,0.52701,1.52082,0.67127,1.71317,0.0089605,0.0089605,0.0089605
107,29575.9,1.02689,0.49009,1.13284,0.90066,0.8563,0.90439,0.52702,1.5213,0.67036,1.71417,0.0089506,0.0089506,0.0089506
108,29851.8,1.0224,0.48992,1.12825,0.89868,0.85688,0.90414,0.52753,1.52148,0.6704,1.71477,0.0089407,0.0089407,0.0089407
109,30131.2,1.01306,0.48745,1.12234,0.89975,0.85617,0.90426,0.52768,1.52114,0.67047,1.71535,0.0089308,0.0089308,0.0089308
110,30407,1.02083,0.4825,1.12426,0.90131,0.85584,0.90461,0.5277,1.52089,0.67022,1.7154,0.0089209,0.0089209,0.0089209
111,30682.7,1.01275,0.48431,1.12225,0.90618,0.85161,0.90491,0.52785,1.52083,0.66954,1.71632,0.008911,0.008911,0.008911
112,30958.5,1.00987,0.48269,1.12253,0.9043,0.85365,0.90503,0.52801,1.52114,0.66964,1.71723,0.0089011,0.0089011,0.0089011
113,31241.2,1.006,0.48209,1.11687,0.90559,0.85269,0.90488,0.52827,1.52094,0.67015,1.71772,0.0088912,0.0088912,0.0088912
114,31517.2,1.00418,0.48033,1.11614,0.90244,0.85473,0.90511,0.52833,1.52083,0.67021,1.71802,0.0088813,0.0088813,0.0088813
115,31793,1.00298,0.48157,1.11902,0.90473,0.85425,0.90557,0.5285,1.52075,0.67002,1.7189,0.0088714,0.0088714,0.0088714
116,32068.9,0.99793,0.47794,1.11532,0.9043,0.85485,0.90581,0.52879,1.52133,0.66902,1.72039,0.0088615,0.0088615,0.0088615
117,32344.7,0.99668,0.4759,1.11395,0.90399,0.85515,0.90544,0.52887,1.52165,0.66952,1.72175,0.0088516,0.0088516,0.0088516
118,32620.6,0.99392,0.47453,1.11038,0.90368,0.85558,0.90511,0.52891,1.52178,0.66941,1.72245,0.0088417,0.0088417,0.0088417
119,32896.6,0.99168,0.47274,1.1103,0.90345,0.85594,0.90492,0.52879,1.52166,0.67007,1.72315,0.0088318,0.0088318,0.0088318
120,33172.5,0.99512,0.47584,1.1159,0.90406,0.85469,0.90462,0.52888,1.5216,0.67073,1.72393,0.0088219,0.0088219,0.0088219
121,33448.4,0.98501,0.47159,1.11089,0.9023,0.85547,0.90428,0.52861,1.52224,0.67188,1.72551,0.008812,0.008812,0.008812
122,33724.3,0.98411,0.46974,1.10581,0.90129,0.85566,0.904,0.52819,1.5224,0.67272,1.72648,0.0088021,0.0088021,0.0088021
123,34000.1,0.98384,0.46975,1.10902,0.90095,0.85497,0.90343,0.52771,1.52311,0.6738,1.72766,0.0087922,0.0087922,0.0087922
124,34276.1,0.98039,0.46886,1.10383,0.90236,0.85381,0.90342,0.52779,1.52334,0.67487,1.7287,0.0087823,0.0087823,0.0087823
125,34552,0.9814,0.4723,1.10569,0.90293,0.85317,0.90365,0.52758,1.52363,0.67573,1.72974,0.0087724,0.0087724,0.0087724
126,34827.8,0.97486,0.4649,1.10151,0.90532,0.85004,0.90354,0.52781,1.52408,0.67528,1.73099,0.0087625,0.0087625,0.0087625
127,35103.7,0.97392,0.46574,1.10375,0.90474,0.85076,0.90352,0.5276,1.52444,0.67586,1.73212,0.0087526,0.0087526,0.0087526
128,35379.6,0.97576,0.46776,1.1031,0.9056,0.84933,0.90328,0.52732,1.52516,0.67694,1.73344,0.0087427,0.0087427,0.0087427
129,35655.7,0.96934,0.46404,1.09979,0.90519,0.8504,0.90301,0.5274,1.526,0.67742,1.73459,0.0087328,0.0087328,0.0087328
130,35931.5,0.96985,0.46668,1.10284,0.90483,0.85088,0.90332,0.5276,1.5263,0.67687,1.7356,0.0087229,0.0087229,0.0087229
